Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Alcides,2/13/22 2:52,1:43:32,Autoplayed: user action: User_Interaction; ,Al viento,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:43:34,1:43:34,PE (Peru)
Alcides,2/12/22 3:31,1:27:43,,El estafador de Tinder,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:27:43,Not latest view,PE (Peru)
Alcides,2/12/22 3:30,0:00:25,Autoplayed: user action: None; ,Avance 1: El estafador de Tinder,TEASER_TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:25,0:00:25,PE (Peru)
Alcides,2/12/22 3:30,0:00:21,Autoplayed: user action: None; ,13 Hours: The Secret Soldiers of Benghazi_hook_primary_16x9,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:21,Not latest view,PE (Peru)
Alcides,2/12/22 3:03,1:26:47,Autoplayed: user action: User_Interaction; ,Secuestrada: La verdad de Lisa McVey,,LG 2017 LG M16p Standard UHD TV Smart TV,1:26:47,1:26:47,PE (Peru)
Alcides,2/12/22 3:02,0:00:22,Autoplayed: user action: None; ,Tráiler: Milagro azul,TRAILER,LG 2017 LG M16p Standard UHD TV Smart TV,0:00:22,0:00:22,PE (Peru)
Alcides,2/12/22 3:02,0:00:05,Autoplayed: user action: None; ,Four Minutes_hook_04_16x9,HOOK,LG 2017 LG M16p Standard UHD TV Smart TV,0:00:05,0:00:05,PE (Peru)
Alcides,2/12/22 3:01,0:00:04,Autoplayed: user action: None; ,Hook 3: I Am All Girls,HOOK,LG 2017 LG M16p Standard UHD TV Smart TV,0:00:04,Not latest view,PE (Peru)
Alcides,2/12/22 3:00,0:00:05,Autoplayed: user action: None; ,Tráiler: Xtremo,TRAILER,LG 2017 LG M16p Standard UHD TV Smart TV,0:00:05,0:00:05,PE (Peru)
Alcides,2/12/22 3:00,0:00:14,Autoplayed: user action: None; ,Tu hijo (Tráiler),TRAILER,LG 2017 LG M16p Standard UHD TV Smart TV,0:00:14,0:00:14,PE (Peru)
Alcides,2/12/22 2:59,0:00:05,Autoplayed: user action: None; ,Run All Night_hook_primary_16x9,HOOK,LG 2017 LG M16p Standard UHD TV Smart TV,0:00:05,0:00:05,PE (Peru)
Alcides,2/12/22 2:56,0:25:55,,Frente a frente,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:25:55,0:25:55,PE (Peru)
Alcides,2/11/22 4:53,1:26:53,Autoplayed: user action: User_Interaction; ,Secuestrada: La verdad de Lisa McVey,,Samsung 2015 NT14M DTV Smart TV,1:26:53,Not latest view,PE (Peru)
Alcides,2/11/22 2:47,1:43:10,,El privilegio,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:43:10,1:43:10,PE (Peru)
Alcides,2/11/22 2:46,0:00:23,Autoplayed: user action: None; ,El privilegio (Clip): El privilegio,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:23,0:00:23,PE (Peru)
Alcides,2/8/22 3:11,1:33:53,,Venganza letal,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:33:54,1:33:54,PE (Peru)
Alcides,2/8/22 3:10,0:00:28,Autoplayed: user action: None; ,Faster_hook_04_16x9,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:28,0:00:28,PE (Peru)
Alcides,2/6/22 2:44,1:47:38,Autoplayed: user action: User_Interaction; ,RED 2,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:47:39,1:47:39,PE (Peru)
Alcides,2/4/22 4:10,0:52:44,,Mercancía peligrosa,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:52:46,0:52:46,PE (Peru)
Alcides,2/3/22 4:38,0:57:32,,Quién mató a W,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:57:32,0:57:32,PE (Peru)
Alcides,2/3/22 4:37,0:00:16,Autoplayed: user action: None; ,Quién mató a W (Clip): Quién mató a W,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:16,Not latest view,PE (Peru)
Alcides,2/3/22 4:36,0:00:53,,Temporada 4: The Sinner: Percy (Tráiler),TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:53,0:00:53,PE (Peru)
Alcides,2/3/22 4:35,0:01:37,Autoplayed: user action: None; ,Temporada 2 (Tráiler): Oscuro deseo,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:01:37,0:01:37,PE (Peru)
Alcides,2/3/22 2:34,1:27:51,Autoplayed: user action: User_Interaction; ,Security,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:27:55,1:27:55,PE (Peru)
Alcides,2/3/22 2:33,0:00:39,Autoplayed: user action: None; ,Security_hook_primary_16x9,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:39,0:00:39,PE (Peru)
Alcides,2/3/22 2:32,0:01:08,Autoplayed: user action: None; ,Crímenes de familia (Tráiler),TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:01:08,0:01:08,PE (Peru)
Alcides,2/3/22 2:31,0:00:53,Autoplayed: user action: None; ,Revenge_hook_primary_16x9,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:53,Not latest view,PE (Peru)
Alcides,2/3/22 2:30,0:00:37,Autoplayed: user action: None; ,Temporada 1 (Clip): La mujer de la casa de enfrente de la chica en la ventana,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:37,Not latest view,PE (Peru)
Alcides,2/3/22 2:30,0:00:19,Autoplayed: user action: None; ,Temporada 4 (Parte 1): Ozark (Tráiler en reversa),TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:19,0:00:19,PE (Peru)
Alcides,2/3/22 2:29,0:00:53,Autoplayed: user action: None; ,Temporada 1 (Tráiler): Soy Georgina,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:53,Not latest view,PE (Peru)
Alcides,2/3/22 2:29,0:00:19,Autoplayed: user action: None; ,Collateral_hook_01_16x9,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:19,Not latest view,PE (Peru)
Alcides,2/3/22 2:28,0:00:08,Autoplayed: user action: None; ,Avance 2: Múnich en vísperas de una guerra,TEASER_TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:08,0:00:08,PE (Peru)
Alcides,2/3/22 2:28,0:00:14,Autoplayed: user action: None; ,El violín de mi padre (Clip): El violín de mi padre,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:14,Not latest view,PE (Peru)
Alcides,2/3/22 2:28,0:00:01,Autoplayed: user action: None; ,Estamos muertos: Temporada 1: Episodio 1 (Capítulo 1),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:01,0:00:01,PE (Peru)
Alcides,2/3/22 2:26,0:01:43,Autoplayed: user action: None; ,Temporada 1 (Clip): Estamos muertos,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:01:43,0:01:43,PE (Peru)
Alcides,2/3/22 2:25,0:00:18,Autoplayed: user action: None; ,Season 4 Main Character Intro Clip: El marginal,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:18,0:00:18,PE (Peru)
Alcides,2/3/22 2:24,0:00:56,Autoplayed: user action: None; ,Main Character Intro Clip: Café con aroma de mujer,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:56,Not latest view,PE (Peru)
Alcides,2/3/22 2:23,0:00:14,Autoplayed: user action: None; ,Season 2 Main Character Intro: Oscuro deseo,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:14,0:00:14,PE (Peru)
Alcides,1/30/22 5:04,0:00:48,,Temporada 1 (Tráiler): Estamos muertos,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:48,0:00:48,PE (Peru)
Alcides,1/30/22 5:03,0:01:16,,Tráiler: Quién mató a W,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:01:16,0:01:16,PE (Peru)
Alcides,1/30/22 5:02,0:00:58,Autoplayed: user action: None; ,Temporada 4: The Sinner: Percy (Tráiler),TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:58,Not latest view,PE (Peru)
Alcides,1/30/22 3:29,1:26:29,,Cosmética del enemigo,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:26:31,1:26:31,PE (Peru)
Alcides,1/30/22 3:28,0:00:31,Autoplayed: user action: None; ,A Perfect Enemy_hook_03_16x9,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:31,0:00:31,PE (Peru)
Alcides,1/30/22 3:28,0:00:08,Autoplayed: user action: None; ,Ozark (Tráiler),TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:08,0:00:08,PE (Peru)
Alcides,1/30/22 3:28,0:00:05,Autoplayed: user action: None; ,Main Character Intro Clip: Café con aroma de mujer,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:05,Not latest view,PE (Peru)
Alcides,1/30/22 3:28,0:00:08,Autoplayed: user action: None; ,Avance 2: Múnich en vísperas de una guerra,TEASER_TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:08,Not latest view,PE (Peru)
Alcides,1/30/22 3:27,0:00:06,Autoplayed: user action: None; ,Temporada 1: The Sinner: Jamie (Tráiler),TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:06,0:00:06,PE (Peru)
Alcides,1/30/22 3:27,0:00:20,Autoplayed: user action: None; ,El marginal: Temporada 3 (Tráiler),TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:20,0:00:20,PE (Peru)
Alcides,1/30/22 3:27,0:00:19,Autoplayed: user action: None; ,Temporada 4: Percy (Clip): The Sinner,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:19,0:00:19,PE (Peru)
Alcides,1/23/22 3:59,1:37:42,Autoplayed: user action: User_Interaction; ,Vivir dos veces,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:37:42,1:37:42,PE (Peru)
Alcides,1/22/22 2:12,2:06:16,Autoplayed: user action: User_Interaction; ,La fotocopiadora,,LG 2018 Mstar LM18A STD UHD TV Smart TV,2:06:17,2:06:17,PE (Peru)
Alcides,1/22/22 2:10,0:01:31,Autoplayed: user action: None; ,La fotocopiadora (Clip): La fotocopiadora,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:01:31,0:01:31,PE (Peru)
Alcides,1/21/22 3:41,1:33:26,,Al Borde Del Abismo,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:33:28,1:33:28,PE (Peru)
Alcides,1/21/22 3:41,0:00:28,Autoplayed: user action: None; ,Major Grom_hook_01_16x9,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:28,0:00:28,PE (Peru)
Alcides,1/21/22 3:39,0:00:19,Autoplayed: user action: None; ,Tráiler: Hasta el cielo,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:19,0:00:19,PE (Peru)
Alcides,1/21/22 3:39,0:00:05,Autoplayed: user action: None; ,Shot Caller_hook_primary_16x9,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:05,0:00:05,PE (Peru)
Alcides,1/21/22 3:38,0:00:15,Autoplayed: user action: None; ,Clip 2: SAS: El ascenso del Cisne Negro,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:15,Not latest view,PE (Peru)
Alcides,1/21/22 3:37,0:00:07,Autoplayed: user action: None; ,Hook 3: I Am All Girls,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:07,Not latest view,PE (Peru)
Alcides,1/21/22 3:37,0:00:35,Autoplayed: user action: None; ,Part 4 Bonus Video 1: La casa de papel,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:35,0:00:35,PE (Peru)
Alcides,1/21/22 3:03,0:12:11,,Xtremo,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:12:16,0:12:16,PE (Peru)
Alcides,1/21/22 2:59,0:01:27,Autoplayed: user action: None; ,Tráiler: Xtremo,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:01:27,Not latest view,PE (Peru)
Alcides,1/20/22 23:08,0:00:10,Autoplayed: user action: None; ,Temporada 1 (Clip): Archivo 81,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:10,0:00:10,PE (Peru)
Alcides,1/20/22 23:07,0:00:35,Autoplayed: user action: None; ,Tráiler: La corazonada,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:35,0:00:35,PE (Peru)
Alcides,1/20/22 23:06,0:00:43,Autoplayed: user action: None; ,Tráiler: La corazonada,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:43,Not latest view,PE (Peru)
Alcides,1/20/22 23:04,0:01:22,Autoplayed: user action: None; ,Enemigos cercanos (Tráiler),TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:01:22,0:01:22,PE (Peru)
Alcides,1/20/22 23:04,0:00:08,Autoplayed: user action: None; ,Bac Nord_hook_primary_16x9,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:08,0:00:08,PE (Peru)
Alcides,1/20/22 23:03,0:00:22,Autoplayed: user action: None; ,Tráiler: Cómo me enamoré de un gánster,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:22,0:00:22,PE (Peru)
Alcides,1/20/22 17:04,0:00:15,Autoplayed: user action: None; ,Season 4 Main Character Intro Clip: El marginal,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:15,Not latest view,US (United States)
Alcides,1/20/22 2:16,0:07:34,,SAS: El ascenso del Cisne Negro,,Netflix Windows App - Cadmium Windows Mobile,0:12:42,Not latest view,US (United States)
Alcides,1/19/22 6:07,0:00:44,Autoplayed: user action: None; ,Tráiler: La fotocopiadora,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:44,0:00:44,PE (Peru)
Alcides,1/19/22 4:21,1:46:22,Autoplayed: user action: User_Interaction; ,El asesino del nudo,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:46:22,1:46:22,PE (Peru)
Alcides,1/19/22 4:20,0:00:14,Autoplayed: user action: None; ,Temporada 3 (Clip): Undercover: Operación éxtasis,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:14,0:00:14,PE (Peru)
Alcides,1/19/22 4:20,0:00:04,Autoplayed: user action: None; ,La casa de los abuelos (Clip): La casa de los abuelos,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:04,0:00:04,PE (Peru)
Alcides,1/19/22 2:32,1:34:17,,Impúdica,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:30:32,1:30:32,PE (Peru)
Alcides,1/19/22 2:31,0:00:12,Autoplayed: user action: None; ,Avance 1: Impúdica,TEASER_TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:12,0:00:12,PE (Peru)
Alcides,1/19/22 2:31,0:00:15,Autoplayed: user action: None; ,Temporada 3 (Clip): Undercover: Operación éxtasis,HOOK,LG 2017 LG M16p Standard UHD TV Smart TV,0:00:16,0:00:16,PE (Peru)
Alcides,1/19/22 2:30,0:00:09,Autoplayed: user action: None; ,Avance 1: Impúdica,TEASER_TRAILER,LG 2017 LG M16p Standard UHD TV Smart TV,0:00:09,Not latest view,PE (Peru)
Alcides,1/19/22 2:30,0:00:39,Autoplayed: user action: None; ,Avance 1: Impúdica,TEASER_TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:39,Not latest view,PE (Peru)
Alcides,1/19/22 2:29,0:00:05,Autoplayed: user action: None; ,4 mitades (Clip): 4 mitades,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:05,0:00:05,PE (Peru)
Alcides,1/19/22 1:25,0:22:56,,Olimpo bajo fuego,,Netflix Windows App - Cadmium Windows Mobile,0:18:53,0:18:53,US (United States)
Alcides,1/19/22 1:24,0:00:41,,La batalla olvidada,,Netflix Windows App - Cadmium Windows Mobile,0:00:41,0:00:41,US (United States)
Alcides,1/19/22 1:23,0:00:16,Autoplayed: user action: None; ,In the Shadow of Iris_hook_04_16x9,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:16,0:00:16,US (United States)
Alcides,1/18/22 20:18,0:09:27,,El plan maestro,,Netflix Windows App - Cadmium Windows Mobile,1:47:05,Not latest view,US (United States)
Alcides,1/18/22 18:04,0:51:10,,El plan maestro,,Netflix Windows App - Cadmium Windows Mobile,1:37:39,Not latest view,US (United States)
Alcides,1/18/22 4:06,0:00:06,Autoplayed: user action: None; ,Tráiler: Impúdica,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:06,0:00:06,PE (Peru)
Alcides,1/18/22 3:31,0:19:19,,El plan maestro,,Netflix Windows App - Cadmium Windows Mobile,0:57:25,Not latest view,US (United States)
Alcides,1/18/22 2:08,1:31:52,,Cuando los ángeles duermen,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:31:53,1:31:53,PE (Peru)
Alcides,1/18/22 2:07,0:00:15,Autoplayed: user action: None; ,Cuando los ángeles duermen (Tráiler),TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:15,0:00:15,PE (Peru)
Alcides,1/17/22 23:49,0:45:48,,El plan maestro,,Netflix Windows App - Cadmium Windows Mobile,0:43:19,Not latest view,US (United States)
Alcides,1/17/22 23:48,0:00:14,Autoplayed: user action: None; ,La fotocopiadora (Clip): La fotocopiadora,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:14,Not latest view,US (United States)
Alcides,1/16/22 3:29,1:29:38,,Paradise Beach,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:28:55,1:28:55,PE (Peru)
Alcides,1/16/22 3:28,0:00:38,Autoplayed: user action: None; ,Paradise Beach (Tráiler),TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:38,0:00:38,PE (Peru)
Alcides,1/16/22 3:28,0:00:05,Autoplayed: user action: None; ,Acts of Vengeance_hook_primary_16x9,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:05,0:00:05,PE (Peru)
Alcides,1/16/22 3:27,0:01:07,Autoplayed: user action: None; ,El infierno_hook_04_16x9,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:01:07,0:01:07,PE (Peru)
Alcides,1/16/22 3:27,0:00:04,Autoplayed: user action: None; ,6 días (Tráiler),TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:04,Not latest view,PE (Peru)
Alcides,1/16/22 3:25,0:01:10,Autoplayed: user action: None; ,MOSUL_CLIP_HIGHEMOTION,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:01:10,0:01:10,PE (Peru)
Alcides,1/16/22 3:25,0:00:08,Autoplayed: user action: None; ,Non-Stop_hook_primary_16x9,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:08,0:00:08,PE (Peru)
Alcides,1/16/22 3:24,0:00:11,Autoplayed: user action: None; ,La música del terremoto (Tráiler),TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:11,0:00:11,PE (Peru)
Alcides,1/16/22 3:24,0:00:04,Autoplayed: user action: None; ,Guess who's back,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:04,0:00:04,PE (Peru)
Alcides,1/16/22 3:24,0:00:10,Autoplayed: user action: None; ,Hook 3: I Am All Girls,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:10,Not latest view,PE (Peru)
Alcides,1/16/22 1:19,1:04:58,Autoplayed: user action: User_Interaction; ,La casa de los abuelos,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:04:56,1:04:56,PE (Peru)
Alcides,1/16/22 1:16,0:01:33,Autoplayed: user action: None; ,La casa de los abuelos (Clip): La casa de los abuelos,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:01:33,Not latest view,PE (Peru)
Alcides,1/16/22 1:13,0:01:29,Autoplayed: user action: None; ,Misterio (Clip): Misterio,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:01:29,0:01:29,PE (Peru)
Alcides,1/16/22 1:13,0:00:25,Autoplayed: user action: None; ,Miniserie (Tráiler): Quédate cerca,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:25,0:00:25,PE (Peru)
Alcides,1/16/22 1:12,0:00:09,Autoplayed: user action: None; ,Bac Nord_hook_primary_16x9,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:09,Not latest view,PE (Peru)
Alcides,1/16/22 1:11,0:00:53,Autoplayed: user action: None; ,Avance 1: Impúdica,TEASER_TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:53,Not latest view,PE (Peru)
Alcides,1/14/22 1:59,1:27:47,Autoplayed: user action: User_Interaction; ,Bala perdida,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:27:48,Not latest view,PE (Peru)
Alcides,1/14/22 1:56,0:00:17,Autoplayed: user action: None; ,Tráiler: Impúdica,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:17,Not latest view,PE (Peru)
Alcides,1/14/22 1:28,0:28:26,,Cómo se convirtieron en tiranos: Temporada 1: Gobernar para siempre (Capítulo 6),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:28:30,0:28:30,PE (Peru)
Alcides,1/14/22 1:23,0:04:41,,Cómo se convirtieron en tiranos: Temporada 1: Crear una sociedad nueva (Capítulo 5),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:24:10,0:24:10,PE (Peru)
Alcides,1/13/22 21:37,0:19:26,,Cómo se convirtieron en tiranos: Temporada 1: Crear una sociedad nueva (Capítulo 5),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:19:29,Not latest view,PE (Peru)
Alcides,1/13/22 20:15,0:25:19,Autoplayed: user action: User_Interaction; ,Cómo se convirtieron en tiranos: Temporada 1: Controlar la verdad (Capítulo 4),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:25:23,0:25:23,PE (Peru)
Alcides,1/13/22 19:48,0:26:11,,Cómo se convirtieron en tiranos: Temporada 1: Gobernar mediante el miedo (Capítulo 3),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:26:15,0:26:15,PE (Peru)
Alcides,1/13/22 19:22,0:25:59,,Cómo se convirtieron en tiranos: Temporada 1: Acabar con tus rivales (Capítulo 2),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:26:03,0:26:03,PE (Peru)
Alcides,1/13/22 18:10,0:29:11,Autoplayed: user action: User_Interaction; ,Cómo se convirtieron en tiranos: Temporada 1: Conquistar el poder (Capítulo 1),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:29:12,0:29:12,PE (Peru)
Alcides,1/13/22 4:09,0:00:51,Autoplayed: user action: None; ,THELASTDAYSOFAMERICANCRIME_CLIP_VILLAIN,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:51,Not latest view,PE (Peru)
Alcides,1/13/22 4:08,0:00:34,Autoplayed: user action: None; ,Modo supervivencia (Tráiler),TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:34,0:00:34,PE (Peru)
Alcides,1/13/22 4:06,0:00:54,Autoplayed: user action: None; ,THESILENCE_CLIP_VILLAIN,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:54,0:00:54,PE (Peru)
Alcides,1/13/22 4:06,0:00:04,Autoplayed: user action: None; ,Mentiras peligrosas (Tráiler),TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:04,0:00:04,PE (Peru)
Alcides,1/13/22 4:05,0:00:13,Autoplayed: user action: None; ,6 días (Tráiler),TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:13,Not latest view,PE (Peru)
Alcides,1/13/22 4:04,0:00:42,Autoplayed: user action: None; ,Cliffhanger: Night Teeth,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:42,0:00:42,PE (Peru)
Alcides,1/13/22 4:03,0:00:21,Autoplayed: user action: None; ,Non-Stop_hook_primary_16x9,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:21,Not latest view,PE (Peru)
Alcides,1/13/22 4:03,0:00:13,Autoplayed: user action: None; ,Tráiler: La corazonada,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:13,Not latest view,PE (Peru)
Alcides,1/13/22 4:02,0:00:24,Autoplayed: user action: None; ,Quién mató a W (Clip): Quién mató a W,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:24,Not latest view,PE (Peru)
Alcides,1/13/22 4:00,0:00:58,Autoplayed: user action: None; ,Avance 2: Quédate cerca,TEASER_TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:58,0:00:58,PE (Peru)
Alcides,1/13/22 2:00,0:00:50,Autoplayed: user action: Unspecified; ,La música del terremoto,,LG 2017 LG M16p Standard UHD TV Smart TV,0:28:19,Not latest view,PE (Peru)
Alcides,1/13/22 1:59,0:00:02,Autoplayed: user action: User_Interaction; ,Terremoto: La falla de San Andrés,,LG 2017 LG M16p Standard UHD TV Smart TV,0:00:03,0:00:03,PE (Peru)
Alcides,1/12/22 2:47,1:51:00,Autoplayed: user action: User_Interaction; ,La chica en la telaraña,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:50:34,1:50:34,PE (Peru)
Alcides,1/12/22 2:47,0:00:21,Autoplayed: user action: None; ,Season 1 (Tráiler): Café con aroma de mujer,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:21,Not latest view,PE (Peru)
Alcides,1/12/22 2:46,0:00:08,Autoplayed: user action: None; ,Temporada 3 (Avance): Undercover: Operación éxtasis,TEASER_TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:08,0:00:08,PE (Peru)
Alcides,1/12/22 2:45,0:00:53,Autoplayed: user action: None; ,Miniserie (Tráiler): Quédate cerca,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:53,Not latest view,PE (Peru)
Alcides,1/12/22 2:45,0:00:08,Autoplayed: user action: None; ,Tráiler: El practicante,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:08,0:00:08,PE (Peru)
Alcides,1/12/22 2:45,0:00:11,Autoplayed: user action: None; ,A Man Apart_hook_primary_16x9,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:11,0:00:11,PE (Peru)
Alcides,1/12/22 2:44,0:00:24,Autoplayed: user action: None; ,A Man Apart_hook_primary_16x9,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:24,Not latest view,PE (Peru)
Alcides,1/12/22 2:44,0:00:17,Autoplayed: user action: None; ,Tráiler: Ava,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:17,0:00:17,PE (Peru)
Alcides,1/12/22 2:44,0:00:06,Autoplayed: user action: None; ,No te puedes esconder: Season 1_hook_01_16x9,HOOK,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:06,0:00:06,PE (Peru)
Alcides,1/12/22 1:26,0:00:10,Autoplayed: user action: None; ,Tráiler: Madre/Androide,TRAILER,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:10,0:00:10,PE (Peru)
Alcides,1/12/22 0:44,0:41:52,,La intérprete,,LG 2018 Mstar LM18A STD UHD TV Smart TV,2:04:12,2:04:12,PE (Peru)
